Pfam_domain	1st_count(3858)	2nd_count(561)	p_value
MOSC	1	1	0.6011013351293193
PucR	2	1	0.836250774792703
GcpE	0	6	6.086377728753166e-09
zf-RING_7	0	5	2.0454457802026787e-07
AXE1	0	6	6.086377728753166e-09
Say1_Mug180	0	1	0.2624307650553325
PA	2	2	0.13600968529843063
DUF3670	0	1	0.2624307650553325
Methyltransf_2	2	5	4.0744028137020134e-05
Dimerisation2	0	4	6.927277976037294e-06
Dimerisation	0	2	0.008114721890176924
Rrf2	0	1	0.2624307650553325
PCMT	5	5	0.002126321130612241
dTDP_sugar_isom	0	6	6.086377728753166e-09
ACT_7	0	4	6.927277976037294e-06
GTP_EFTU_D2	0	4	6.927277976037294e-06
Polyketide_cyc	0	2	0.008114721890176924
Polyketide_cyc2	0	2	0.008114721890176924
AHSA1	0	1	0.2624307650553325
DapB_C	0	4	6.927277976037294e-06
Inos-1-P_synth	0	8	5.480808126366776e-12
NAD_binding_5	0	8	5.480808126366776e-12
Peripla_BP_1	1	1	0.6011013351293193
Diphthami_syn_2	0	4	6.927277976037294e-06
SQHop_cyclase_C	0	4	6.927277976037294e-06
SQHop_cyclase_N	0	4	6.927277976037294e-06
Prenyltrans	0	4	6.927277976037294e-06
A2M_comp	0	4	6.927277976037294e-06
SnoaL_4	3	1	0.9906404858530348
SnoaL_2	3	1	0.9906404858530348
Herpes_BBRF1	0	3	0.00023665732079736017
Flavin_Reduct	0	4	6.927277976037294e-06
Terpene_synth_C	0	9	1.6545366068877845e-13
Acyl_transf_1	5	12	9.182922747810637e-12
ABM	0	1	0.2624307650553325
T2SSL	0	1	0.2624307650553325
TAL_effector	0	1	0.2624307650553325
CheR	1	1	0.6011013351293193
NodS	0	2	0.008114721890176924
Methyltransf_20	0	1	0.2624307650553325
Methyltransf_9	0	2	0.008114721890176924
Methyltransf_32	0	3	0.00023665732079736017
TrmK	0	1	0.2624307650553325
MCRA	6	11	1.1372969457080535e-09
LYTB	1	4	0.00011759419434136189
GH3	3	3	0.032919871921648115
LytR_C	1	1	0.6011013351293193
Bac_luciferase	10	1	0.9252044228832176
DnaB_2	1	0	0.2624307650553325
Secretin_N	2	0	0.6011013351293193
Glyco_hydro_36N	2	0	0.6011013351293193
Glyco_hydro_36C	2	0	0.6011013351293193
HisKA_3	1	0	0.2624307650553325
Apolipoprotein	1	0	0.2624307650553325
Ada3	1	0	0.2624307650553325
DUF2126	1	0	0.2624307650553325
DUF1375	1	0	0.2624307650553325
PGA_cap	3	0	0.836250774792703
DUF4431	2	0	0.6011013351293193
NTPase_P4	1	0	0.2624307650553325
TPMT	1	0	0.2624307650553325
GxDLY	1	0	0.2624307650553325
CBM_11	1	0	0.2624307650553325
Calx-beta	1	0	0.2624307650553325
CIA30	1	0	0.2624307650553325
MutL	1	0	0.2624307650553325
DUF2249	1	0	0.2624307650553325
Ca_hom_mod	1	0	0.2624307650553325
DUF2407_C	1	0	0.2624307650553325
ADC	2	0	0.6011013351293193
DUF1408	1	0	0.2624307650553325
FAD_binding_1	2	0	0.6011013351293193
Flavodoxin_1	5	0	0.856268918808408
UCH	1	0	0.2624307650553325
FtsJ	1	0	0.2624307650553325
OB_aCoA_assoc	1	0	0.2624307650553325
K-cyclin_vir_C	1	0	0.2624307650553325
cNMP_binding	1	0	0.2624307650553325
PduV-EutP	2	0	0.6011013351293193
DUF2868	1	0	0.2624307650553325
LUD_dom	1	0	0.2624307650553325
EBV-NA1	1	0	0.2624307650553325
DGC	2	0	0.6011013351293193
DUF1774	2	0	0.6011013351293193
MOSP_N	1	0	0.2624307650553325
EutB	1	0	0.2624307650553325
COX2_TM	3	0	0.836250774792703
T2SSE_N	1	0	0.2624307650553325
IPT	2	0	0.6011013351293193
NO_synthase	3	0	0.836250774792703
Neisseria_TspB	1	0	0.2624307650553325
Glyco_hydro_30	2	0	0.6011013351293193
Ricin_B_lectin	2	0	0.6011013351293193
RicinB_lectin_2	2	0	0.6011013351293193
Glyco_hydr_30_2	2	0	0.6011013351293193
End_tail_spike	1	0	0.2624307650553325
ACP	1	0	0.2624307650553325
DUF2922	2	0	0.6011013351293193
Phage_TAC_11	1	0	0.2624307650553325
DUF3025	1	0	0.2624307650553325
DUF459	1	0	0.2624307650553325
DUF21	2	0	0.6011013351293193
Syntaxin-5_N	1	0	0.2624307650553325
BPD_transp_2	1	0	0.2624307650553325
DUF3072	1	0	0.2624307650553325
OpuAC	4	0	0.9906404858530348
DUF5401	1	0	0.2624307650553325
EF-hand_5	1	0	0.2624307650553325
Hema_stalk	1	0	0.2624307650553325
DUF5069	1	0	0.2624307650553325
Ufm1	1	0	0.2624307650553325
CBM_3	2	0	0.6011013351293193
DUF1611_N	4	1	0.856268918808408
GNAT_acetyltran	1	0	0.2624307650553325
DUF4574	1	0	0.2624307650553325
RimK	6	0	0.7480997578688542
VLPT	1	0	0.2624307650553325
Transglut_core3	2	0	0.6011013351293193
Collagen	3	0	0.836250774792703
Cu_amine_oxid	1	0	0.2624307650553325
DUF4198	1	0	0.2624307650553325
AAA_21	5	0	0.856268918808408
SbcCD_C	4	0	0.9906404858530348
Cas_VVA1548	2	0	0.6011013351293193
SMC_N	2	0	0.6011013351293193
ABC_ATPase	2	0	0.6011013351293193
DLIC	1	0	0.2624307650553325
PrpF	5	0	0.856268918808408
PAC2	2	0	0.6011013351293193
Methyltransf_17	2	0	0.6011013351293193
PhoLip_ATPase_C	2	0	0.6011013351293193
DUF3132	1	0	0.2624307650553325
CHASE7	1	0	0.2624307650553325
HC2	1	0	0.2624307650553325
Joubert	1	0	0.2624307650553325
WH2	1	0	0.2624307650553325
CBM49	1	0	0.2624307650553325
SelA	6	0	0.7480997578688542
PsbJ	1	0	0.2624307650553325
ThuA	1	0	0.2624307650553325
DUF4159	1	0	0.2624307650553325
LBP_M	1	0	0.2624307650553325
CARDB	2	0	0.6011013351293193
DUF1485	1	0	0.2624307650553325
RebB	2	0	0.6011013351293193
Imm75	2	0	0.6011013351293193
DUF4051	1	0	0.2624307650553325
Herpes_UL47	1	0	0.2624307650553325
PIG-L	2	0	0.6011013351293193
RcpC	1	0	0.2624307650553325
Acetyltransf_15	2	0	0.6011013351293193
6PF2K	2	0	0.6011013351293193
CLP1_P	1	1	0.6011013351293193
HyaE	1	0	0.2624307650553325
FabA	3	1	0.9906404858530348
ARD	2	0	0.6011013351293193
Cupin_1	1	1	0.6011013351293193
TPR_9	1	0	0.2624307650553325
Carb_kinase	4	0	0.9906404858530348
DUF2017	2	0	0.6011013351293193
PCB_OB	2	0	0.6011013351293193
CT_A_B	1	0	0.2624307650553325
CT_C_D	1	0	0.2624307650553325
DUF2774	1	0	0.2624307650553325
DUF1287	1	0	0.2624307650553325
FTR	1	0	0.2624307650553325
bPH_6	2	0	0.6011013351293193
MAP2_projctn	1	0	0.2624307650553325
Lipase_GDSL	1	0	0.2624307650553325
DUF3739	1	0	0.2624307650553325
Bd3614-deam	2	0	0.6011013351293193
DUF998	1	0	0.2624307650553325
DUF2339	1	0	0.2624307650553325
ASFV_J13L	1	0	0.2624307650553325
NapD	1	0	0.2624307650553325
SirB	1	0	0.2624307650553325
DUF3419	1	0	0.2624307650553325
MFS_MOT1	1	0	0.2624307650553325
Cas_Cas2CT1978	1	0	0.2624307650553325
Maf_N	1	0	0.2624307650553325
UPF0547	1	0	0.2624307650553325
ParA	2	1	0.836250774792703
APOBEC_N	1	0	0.2624307650553325
AnmK	2	0	0.6011013351293193
CarbopepD_reg_2	1	0	0.2624307650553325
BPD_transp_1	5	0	0.856268918808408
MLANA	1	0	0.2624307650553325
LCM	1	0	0.2624307650553325
HSNSD	1	0	0.2624307650553325
Glyco_hydro_57	2	0	0.6011013351293193
DUF768	2	0	0.6011013351293193
RSN1_TM	1	0	0.2624307650553325
DUF730	1	0	0.2624307650553325
FhuF	1	0	0.2624307650553325
Peptidase_C36	1	0	0.2624307650553325
RraA-like	1	0	0.2624307650553325
PsbI	1	0	0.2624307650553325
Zein-binding	1	0	0.2624307650553325
Seadorna_Vp10	1	0	0.2624307650553325
FeoB_N	3	0	0.836250774792703
ATP_bind_1	2	0	0.6011013351293193
AAA_15	2	0	0.6011013351293193
DUF3182	1	0	0.2624307650553325
NADH5_C	3	0	0.836250774792703
MiaE_2	1	0	0.2624307650553325
Wtap	1	0	0.2624307650553325
EutC	1	0	0.2624307650553325
DUF1382	1	0	0.2624307650553325
DpaA_N	3	0	0.836250774792703
Glyco_tran_WecB	1	0	0.2624307650553325
Glyco_hydro_39	1	0	0.2624307650553325
Enoyl_reductase	1	0	0.2624307650553325
Eno-Rase_FAD_bd	1	0	0.2624307650553325
Eno-Rase_NADH_b	1	0	0.2624307650553325
DUF4630	1	0	0.2624307650553325
SDH_sah	1	0	0.2624307650553325
eIF-5_eIF-2B	2	0	0.6011013351293193
Hydantoinase_B	2	0	0.6011013351293193
Hydantoinase_A	2	0	0.6011013351293193
ABATE	1	0	0.2624307650553325
cIII	2	0	0.6011013351293193
ATG101	2	0	0.6011013351293193
Hexose_dehydrat	0	3	0.00023665732079736017
Alliinase_C	0	5	2.0454457802026787e-07
Glyco_trans_1_3	1	1	0.6011013351293193
HTH_Crp_2	0	2	0.008114721890176924
MarR_2	0	1	0.2624307650553325
PS-DH	0	8	5.480808126366776e-12
Docking	1	4	0.00011759419434136189
Mago-bind	0	2	0.008114721890176924
Erythro-docking	0	2	0.008114721890176924
HEAT_EZ	0	1	0.2624307650553325
DUF364	2	1	0.836250774792703
Phage_holin_3_1	0	1	0.2624307650553325
Rnk_N	0	1	0.2624307650553325
TylF	0	2	0.008114721890176924
HTH_32	0	1	0.2624307650553325
PEHE	0	1	0.2624307650553325
TRI5	0	1	0.2624307650553325
Peptidase_M22	0	2	0.008114721890176924
DSBA	0	1	0.2624307650553325
RNA_pol_Rpc34	0	1	0.2624307650553325
GidB	0	1	0.2624307650553325
SHS2_FTSA	0	1	0.2624307650553325
DOT1	0	1	0.2624307650553325
DHquinase_I	0	1	0.2624307650553325
Mal_decarbox_Al	2	0	0.6011013351293193
DUF1490	1	0	0.2624307650553325
NMT1_3	3	0	0.836250774792703
SBP_bac_11	1	0	0.2624307650553325
HAT	1	0	0.2624307650553325
PhageMin_Tail	1	0	0.2624307650553325
PrpR_N	1	0	0.2624307650553325
SPOR	1	0	0.2624307650553325
Pox_D5	1	0	0.2624307650553325
DUF3412	1	0	0.2624307650553325
DUF4445	1	0	0.2624307650553325
MazE_antitoxin	1	0	0.2624307650553325
Methyltr_RsmB-F	2	0	0.6011013351293193
CesT	1	0	0.2624307650553325
Ribosomal_L12	1	0	0.2624307650553325
Exo_endo_phos	1	0	0.2624307650553325
Ribosomal_L37ae	1	0	0.2624307650553325
AvrPphF-ORF-2	1	0	0.2624307650553325
Acetyltransf_6	4	0	0.9906404858530348
Acetyltransf_8	2	1	0.836250774792703
TPR_14	2	0	0.6011013351293193
Mrr_cat	1	0	0.2624307650553325
DUF4407	1	0	0.2624307650553325
DUF2229	1	0	0.2624307650553325
DUF5060	1	0	0.2624307650553325
Methyltransf_3	2	0	0.6011013351293193
Flavodoxin_5	3	0	0.836250774792703
COE1_HLH	1	0	0.2624307650553325
DUF5399	1	0	0.2624307650553325
Peptidase_M42	1	0	0.2624307650553325
Glyco_trans_2_3	1	0	0.2624307650553325
Glyco_transf_21	2	0	0.6011013351293193
Glyco_tranf_2_3	2	0	0.6011013351293193
Cellulose_synt	1	0	0.2624307650553325
STAS	2	0	0.6011013351293193
HATPase_c_2	1	0	0.2624307650553325
Peptidase_S66	1	0	0.2624307650553325
SHS2_Rpb7-N	1	0	0.2624307650553325
Glyco_hydro_cc	2	0	0.6011013351293193
UDG	1	0	0.2624307650553325
DUF1039	1	0	0.2624307650553325
TMP_2	1	0	0.2624307650553325
Epimerase_2	3	1	0.9906404858530348
K_channel_TID	1	0	0.2624307650553325
ATP1G1_PLM_MAT8	1	0	0.2624307650553325
Glyco_hydro_59	1	0	0.2624307650553325
CDtoxinA	1	0	0.2624307650553325
EAL	1	0	0.2624307650553325
HRDC	1	0	0.2624307650553325
NTF2	2	0	0.6011013351293193
SnoaL	1	0	0.2624307650553325
LEH	1	0	0.2624307650553325
DUF4440	1	0	0.2624307650553325
SnoaL_3	2	0	0.6011013351293193
HBM	1	0	0.2624307650553325
TarH	1	0	0.2624307650553325
BtrH_N	2	0	0.6011013351293193
PBP_like	1	0	0.2624307650553325
Sulf_transp	2	0	0.6011013351293193
Hemerythrin	1	0	0.2624307650553325
DUF3248	1	0	0.2624307650553325
Lipoprotein_9	1	0	0.2624307650553325
Put_DNA-bind_N	1	0	0.2624307650553325
Lactamase_B_3	3	0	0.836250774792703
L27_N	1	0	0.2624307650553325
DUF615	1	0	0.2624307650553325
ACOX	4	0	0.9906404858530348
Mob_Pre	1	0	0.2624307650553325
Metal_resist	1	0	0.2624307650553325
TIP49	1	0	0.2624307650553325
Herpes_UL49_1	1	0	0.2624307650553325
5-nucleotidase	1	0	0.2624307650553325
DUF2178	1	0	0.2624307650553325
DUF3500	1	0	0.2624307650553325
TruB_C	2	0	0.6011013351293193
HIGH_NTase1	2	0	0.6011013351293193
THDPS_N	1	0	0.2624307650553325
GCS	1	0	0.2624307650553325
T2SSF	1	0	0.2624307650553325
DUF4192	1	0	0.2624307650553325
DUF4342	1	0	0.2624307650553325
DUF2070	2	0	0.6011013351293193
GLTT	1	0	0.2624307650553325
DUF4157	1	0	0.2624307650553325
AlkA_N	1	0	0.2624307650553325
Sortilin-Vps10	2	0	0.6011013351293193
Imm31	1	0	0.2624307650553325
DUF5136	1	0	0.2624307650553325
NinB	1	0	0.2624307650553325
DUF1707	3	0	0.836250774792703
tRNA-synt_1_2	1	0	0.2624307650553325
CSTF2_hinge	1	0	0.2624307650553325
RSRP	1	0	0.2624307650553325
PspA_IM30	1	0	0.2624307650553325
PhoU	1	0	0.2624307650553325
Tail_P2_I	1	0	0.2624307650553325
DUF3333	1	0	0.2624307650553325
HupH_C	1	0	0.2624307650553325
DUF3775	1	0	0.2624307650553325
DUF3142	1	0	0.2624307650553325
DUF554	1	0	0.2624307650553325
Staph_opine_DH	1	0	0.2624307650553325
KleE	1	0	0.2624307650553325
AAA_31	1	0	0.2624307650553325
Arf	1	0	0.2624307650553325
TraW_N	1	0	0.2624307650553325
DUF4191	1	0	0.2624307650553325
CbiD	2	0	0.6011013351293193
KAAG1	1	0	0.2624307650553325
MFS_2	1	0	0.2624307650553325
DUF4530	1	0	0.2624307650553325
DUF4954	2	0	0.6011013351293193
MreB_Mbl	1	0	0.2624307650553325
Peripla_BP_4	1	0	0.2624307650553325
Peptidase_C27	2	0	0.6011013351293193
ASH	1	0	0.2624307650553325
MaoC_dehydratas	2	0	0.6011013351293193
Poly_export	1	0	0.2624307650553325
Polysacc_synt	1	0	0.2624307650553325
EMP70	1	0	0.2624307650553325
TetR_N	1	0	0.2624307650553325
Glycos_transf_N	1	0	0.2624307650553325
Ceramidase_alk	2	0	0.6011013351293193
Ceramidse_alk_C	2	0	0.6011013351293193
DUF4272	1	0	0.2624307650553325
HET-S	0	1	0.2624307650553325
AAT	0	2	0.008114721890176924
Alk_phosphatase	0	1	0.2624307650553325
Condensation	0	2	0.008114721890176924
Lipase_GDSL_2	1	2	0.05219922495368654
DUF1794	0	1	0.2624307650553325
HTH_21	0	2	0.008114721890176924
DUF2278	0	1	0.2624307650553325
Herpes_US12	0	1	0.2624307650553325
Choline_kinase	0	1	0.2624307650553325
EcKinase	0	1	0.2624307650553325
DUF1702	0	2	0.008114721890176924
DUF3150	0	1	0.2624307650553325
MTTB	0	1	0.2624307650553325
CcmD	0	1	0.2624307650553325
Alba	0	1	0.2624307650553325
Pertussis_S2S3	0	1	0.2624307650553325
CLIP1_ZNF	0	1	0.2624307650553325
ADH_N_2	0	1	0.2624307650553325
4HBT_2	0	1	0.2624307650553325
EHN	0	2	0.008114721890176924
Methyltransf_14	0	2	0.008114721890176924
Methyltransf_13	0	2	0.008114721890176924
VCBS	0	1	0.2624307650553325
UnbV_ASPIC	0	1	0.2624307650553325
FG-GAP	0	1	0.2624307650553325
DUF824	0	1	0.2624307650553325
Wyosine_form	0	1	0.2624307650553325
DUF664	1	1	0.6011013351293193
HEV_ORF1	0	1	0.2624307650553325
NQR2_RnfD_RnfE	0	1	0.2624307650553325
PAP_PilO	0	1	0.2624307650553325
FdtA	0	1	0.2624307650553325
DUF3218	1	0	0.2624307650553325
Lig_chan-Glu_bd	1	0	0.2624307650553325
DUF2016	1	0	0.2624307650553325
DivIC	1	0	0.2624307650553325
GGDEF	1	0	0.2624307650553325
Peptidase_S28	1	0	0.2624307650553325
PQQ_2	1	0	0.2624307650553325
PQQ	1	0	0.2624307650553325
PQQ_3	1	0	0.2624307650553325
DUF4040	1	0	0.2624307650553325
Iron_permease	1	0	0.2624307650553325
COMP	1	0	0.2624307650553325
HTH_11	1	0	0.2624307650553325
DAHP_synth_1	2	0	0.6011013351293193
DUF128	1	0	0.2624307650553325
Thr_dehydrat_C	1	0	0.2624307650553325
DUF655	1	0	0.2624307650553325
Phage_Gp19	1	0	0.2624307650553325
HTH_44	1	0	0.2624307650553325
RXLR	1	0	0.2624307650553325
LIP	1	0	0.2624307650553325
SBP_bac_1	1	0	0.2624307650553325
GST_N_2	1	0	0.2624307650553325
GST_C_2	1	0	0.2624307650553325
GST_C	1	0	0.2624307650553325
GST_C_3	1	0	0.2624307650553325
GCD14	1	0	0.2624307650553325
DUF1967	1	0	0.2624307650553325
DUF4123	1	0	0.2624307650553325
Reductase_C	5	0	0.856268918808408
Glucodextran_N	1	0	0.2624307650553325
Glyco_hydro_15	2	0	0.6011013351293193
HOIP-UBA	1	0	0.2624307650553325
GrpB	1	0	0.2624307650553325
DUF3240	1	0	0.2624307650553325
SIP	1	0	0.2624307650553325
DUF3305	1	0	0.2624307650553325
Amidase_3	1	0	0.2624307650553325
DUF2574	1	0	0.2624307650553325
Peptidase_M23	2	0	0.6011013351293193
DUF2892	1	0	0.2624307650553325
DUF357	1	0	0.2624307650553325
DGOK	1	0	0.2624307650553325
DUF1471	1	0	0.2624307650553325
NTP_transf_6	1	0	0.2624307650553325
DUF4366	1	0	0.2624307650553325
DUF4705	1	0	0.2624307650553325
DUF4038	1	0	0.2624307650553325
FmdA_AmdA	1	0	0.2624307650553325
7TMR-DISM_7TM	2	0	0.6011013351293193
DUF1924	1	0	0.2624307650553325
Myb_DNA-binding	1	0	0.2624307650553325
Cytochrom_C1	1	0	0.2624307650553325
EIIA-man	1	0	0.2624307650553325
DUF4260	1	0	0.2624307650553325
CHASE3	1	0	0.2624307650553325
DUF2719	1	0	0.2624307650553325
CCG	1	0	0.2624307650553325
Phosphatase	1	0	0.2624307650553325
MOSC_N	1	0	0.2624307650553325
HTH_47	1	0	0.2624307650553325
OAR	1	0	0.2624307650553325
Kdo	1	0	0.2624307650553325
AdoMet_dc	2	0	0.6011013351293193
Gln_amidase	1	0	0.2624307650553325
Adenine_deam_C	1	0	0.2624307650553325
Nitro_FeMo-Co	2	0	0.6011013351293193
LisH_2	1	0	0.2624307650553325
UCR_TM	1	0	0.2624307650553325
PseudoU_synth_2	1	0	0.2624307650553325
SNAP	1	0	0.2624307650553325
HCV_NS4b	1	0	0.2624307650553325
YliH	1	0	0.2624307650553325
MSP1b	1	0	0.2624307650553325
Metallophos_3	1	0	0.2624307650553325
PRT_C	1	0	0.2624307650553325
5TM-5TMR_LYT	1	0	0.2624307650553325
DUF4641	1	0	0.2624307650553325
HupE_UreJ	1	1	0.6011013351293193
HPP	1	0	0.2624307650553325
DUF829	1	0	0.2624307650553325
Lipase_2	2	0	0.6011013351293193
FtsZ_C	1	0	0.2624307650553325
DUF1717	1	0	0.2624307650553325
GD_AH_C	1	0	0.2624307650553325
SAF	1	0	0.2624307650553325
IBR	1	0	0.2624307650553325
Saccharop_dh_N	1	0	0.2624307650553325
THOC7	1	0	0.2624307650553325
DUF2321	1	0	0.2624307650553325
DUF3987	2	0	0.6011013351293193
Troponin	1	0	0.2624307650553325
NAS	1	0	0.2624307650553325
Glyco_hydro_97	1	0	0.2624307650553325
GH97_N	1	0	0.2624307650553325
GH97_C	1	0	0.2624307650553325
Cupin_3	3	0	0.836250774792703
Pirin_C	1	0	0.2624307650553325
XPG_N	1	0	0.2624307650553325
MBDa	1	0	0.2624307650553325
DUF5489	1	0	0.2624307650553325
NCU-G1	1	0	0.2624307650553325
PaREP1	1	0	0.2624307650553325
DUF2974	1	0	0.2624307650553325
Prot_ATP_ID_OB	1	0	0.2624307650553325
TrbI_Ftype	1	0	0.2624307650553325
CENP-C_C	1	0	0.2624307650553325
AcetylCoA_hydro	1	0	0.2624307650553325
CitF	1	0	0.2624307650553325
Cytochrom_B_C	1	0	0.2624307650553325
UPF0731	1	0	0.2624307650553325
Amidoligase_2	1	0	0.2624307650553325
Asparaginase	1	0	0.2624307650553325
QueF	1	0	0.2624307650553325
DUF3203	1	0	0.2624307650553325
zinc_ribbon_2	1	0	0.2624307650553325
DNA_ligase_ZBD	1	0	0.2624307650553325
NTS	1	0	0.2624307650553325
MF_alpha_N	1	0	0.2624307650553325
Ribosomal_L18p	1	0	0.2624307650553325
T_hemolysin	1	0	0.2624307650553325
DUF4395	1	0	0.2624307650553325
DUF4968	1	0	0.2624307650553325
DUF5110	1	0	0.2624307650553325
Marek_A	1	0	0.2624307650553325
Sulfotransfer_1	1	0	0.2624307650553325
Viral_helicase1	1	0	0.2624307650553325
DUF1289	1	0	0.2624307650553325
PKD_3	1	0	0.2624307650553325
LCE	1	0	0.2624307650553325
DUF2281	1	0	0.2624307650553325
DUF1990	1	0	0.2624307650553325
MTD	1	0	0.2624307650553325
Acid_PPase	1	1	0.6011013351293193
NT5C	1	0	0.2624307650553325
TraI	1	0	0.2624307650553325
Mannitol_dh_C	2	0	0.6011013351293193
Mannitol_dh	2	0	0.6011013351293193
Arabinose_Iso_C	1	0	0.2624307650553325
Glyco_hydro_32N	1	0	0.2624307650553325
Glyco_hydro_32C	1	0	0.2624307650553325
Glyco_hydro_43	1	0	0.2624307650553325
Paramyxo_ncap	1	0	0.2624307650553325
PRIMA1	1	0	0.2624307650553325
CDKN3	1	0	0.2624307650553325
DUF1957	1	0	0.2624307650553325
Lar_restr_allev	3	0	0.836250774792703
DUF1726	1	0	0.2624307650553325
TENA_THI-4	2	0	0.6011013351293193
Flavodoxin_3	1	0	0.2624307650553325
Bradykinin	1	0	0.2624307650553325
SAT	1	1	0.6011013351293193
Ring_hydroxyl_B	1	0	0.2624307650553325
DUF1673	1	0	0.2624307650553325
DUF4148	2	0	0.6011013351293193
Colicin_V	1	0	0.2624307650553325
TOM6p	1	0	0.2624307650553325
Adeno_shaft	1	0	0.2624307650553325
Troponin-I_N	1	0	0.2624307650553325
GHL10	1	0	0.2624307650553325
Cep57_MT_bd	1	0	0.2624307650553325
SATase_N	1	0	0.2624307650553325
SoxD	2	0	0.6011013351293193
HicB_lk_antitox	1	0	0.2624307650553325
GLF	1	0	0.2624307650553325
DUF2007	1	0	0.2624307650553325
DUF4343	1	0	0.2624307650553325
FTHFS	1	0	0.2624307650553325
HTH_15	2	0	0.6011013351293193
DUF900	1	0	0.2624307650553325
LCAT	1	0	0.2624307650553325
DUF676	2	0	0.6011013351293193
DUF3721	1	0	0.2624307650553325
TC1	1	0	0.2624307650553325
Toprim_4	1	0	0.2624307650553325
Trypan_glycop	1	0	0.2624307650553325
KdpC	1	0	0.2624307650553325
Phytase-like	2	0	0.6011013351293193
Tox-SGS	1	0	0.2624307650553325
ATPase_gene1	1	0	0.2624307650553325
DUF2325	1	0	0.2624307650553325
DUF4388	1	0	0.2624307650553325
DUF2019	1	0	0.2624307650553325
MMTV_SAg	1	0	0.2624307650553325
Glyco_trans_4_3	1	0	0.2624307650553325
tRNA-synt_1f	1	0	0.2624307650553325
MG1	2	0	0.6011013351293193
DUF3509	1	0	0.2624307650553325
DHHW	1	0	0.2624307650553325
DUF4921	1	0	0.2624307650553325
DUF5071	1	0	0.2624307650553325
AAA_3	1	0	0.2624307650553325
AAA_PrkA	1	0	0.2624307650553325
Dioxygenase_N	1	0	0.2624307650553325
CDP-OH_P_tran_2	1	0	0.2624307650553325
Sec61_beta	1	0	0.2624307650553325
IU_nuc_hydro	2	0	0.6011013351293193
IL11	1	0	0.2624307650553325
YscO-like	1	0	0.2624307650553325
DUF5089	1	0	0.2624307650553325
DUF1598	1	0	0.2624307650553325
DUF3810	1	0	0.2624307650553325
MscS_porin	1	0	0.2624307650553325
YlqD	1	0	0.2624307650553325
DUF521	1	0	0.2624307650553325
TTL	1	0	0.2624307650553325
MaoC_dehydrat_N	1	0	0.2624307650553325
PRO8NT	1	0	0.2624307650553325
Fucose_iso_C	1	0	0.2624307650553325
Fucose_iso_N1	1	0	0.2624307650553325
Fucose_iso_N2	1	0	0.2624307650553325
Arabinose_Isome	1	0	0.2624307650553325
Glyco_transf_22	1	0	0.2624307650553325
DUF4307	1	0	0.2624307650553325
Ish1	1	0	0.2624307650553325
tRNA_anti_2	1	0	0.2624307650553325
Syndecan	1	0	0.2624307650553325
Vps54_N	1	0	0.2624307650553325
ABC_trans_N	1	0	0.2624307650553325
Hyd_WA	1	0	0.2624307650553325
kleA_kleC	1	0	0.2624307650553325
Baculo_gp41	1	0	0.2624307650553325
Mo25	1	0	0.2624307650553325
DUF2529	1	0	0.2624307650553325
DUF2156	1	0	0.2624307650553325
DUF460	1	0	0.2624307650553325
DUF3102	1	0	0.2624307650553325
Methyltransf_PK	1	1	0.6011013351293193
RrnaAD	1	1	0.6011013351293193
Bin3	1	0	0.2624307650553325
DUF1414	1	0	0.2624307650553325
FBPase_3	1	0	0.2624307650553325
P2_Phage_GpR	1	0	0.2624307650553325
Sigma_1_2	1	0	0.2624307650553325
GATA-N	1	0	0.2624307650553325
DUF3486	1	0	0.2624307650553325
DREV	1	0	0.2624307650553325
M16C_assoc	1	0	0.2624307650553325
Hs1pro-1_C	1	0	0.2624307650553325
Hs1pro-1_N	1	0	0.2624307650553325
AIMP2_LysRS_bd	1	0	0.2624307650553325
Fae	1	0	0.2624307650553325
BDV_P10	1	0	0.2624307650553325
DUF2478	1	0	0.2624307650553325
FeoA	1	0	0.2624307650553325
Phage-MuB_C	1	0	0.2624307650553325
DctQ	1	0	0.2624307650553325
Abhydrolase_9_N	1	0	0.2624307650553325
DUF4112	1	0	0.2624307650553325
DUF4910	1	0	0.2624307650553325
Vault	1	0	0.2624307650553325
N-glycanase_N	1	0	0.2624307650553325
FliT	1	0	0.2624307650553325
UVR	1	0	0.2624307650553325
GIY-YIG	1	0	0.2624307650553325
Death_2	1	0	0.2624307650553325
DUF3645	1	0	0.2624307650553325
MIase	1	0	0.2624307650553325
Peptidase_C25	1	0	0.2624307650553325
NHL	2	0	0.6011013351293193
Lactonase	1	0	0.2624307650553325
GYD	1	0	0.2624307650553325
Diphtheria_T	1	0	0.2624307650553325
TPR_21	1	0	0.2624307650553325
SNARE_assoc	1	0	0.2624307650553325
Ring_hydroxyl_A	1	0	0.2624307650553325
Pro_Al_protease	1	0	0.2624307650553325
DUF4295	1	0	0.2624307650553325
UL42	1	0	0.2624307650553325
TF_Zn_Ribbon	1	1	0.6011013351293193
Aconitase_2_N	1	0	0.2624307650553325
DUF3338	1	0	0.2624307650553325
DUF5448	1	0	0.2624307650553325
T6SS_VasJ	1	0	0.2624307650553325
UxaC	1	0	0.2624307650553325
PHINT_rpt	1	1	0.6011013351293193
Flagellin_D3	1	0	0.2624307650553325
Flavodoxin_4	1	0	0.2624307650553325
HpaP	1	0	0.2624307650553325
DUF3089	0	1	0.2624307650553325
HeH	0	1	0.2624307650553325
ProQ_C	0	1	0.2624307650553325
GTP_EFTU_D3	0	1	0.2624307650553325
